239,177,216;0,0,0,1,0,0,0,0;
70,142,103;0,1,0,0,0,0,0,0;
87,134,207;0,0,1,0,0,0,0,0;
77,139,107;0,1,0,0,0,0,0,0;
241,185,223;0,0,0,1,0,0,0,0;
244,140,164;1,0,0,0,0,0,0,0;
78,127,210;0,0,1,0,0,0,0,0;
59,131,91;0,1,0,0,0,0,0,0;
247,145,173;1,0,0,0,0,0,0,0;
76,134,220;0,0,1,0,0,0,0,0;
196,113,157;0,0,0,1,0,0,0,0;
89,138,217;0,0,1,0,0,0,0,0;
182,212,216;0,0,0,0,0,1,0,0;
181,212,217;0,0,0,0,0,1,0,0;
180,210,214;0,0,0,0,0,1,0,0;
182,211,216;0,0,0,0,0,1,0,0;
179,209,214;0,0,0,0,0,1,0,0;
181,210,215;0,0,0,0,0,1,0,0;
179,209,213;0,0,0,0,0,1,0,0;
178,207,212;0,0,0,0,0,1,0,0;
177,208,212;0,0,0,0,0,1,0,0;
173,203,208;0,0,0,0,0,1,0,0;
167,197,202;0,0,0,0,0,1,0,0;
165,196,201;0,0,0,0,0,1,0,0;
160,191,197;0,0,0,0,0,1,0,0;
162,192,198;0,0,0,0,0,1,0,0;
159,190,195;0,0,0,0,0,1,0,0;
156,186,192;0,0,0,0,0,1,0,0;
160,191,196;0,0,0,0,0,1,0,0;
180,210,216;0,0,0,0,0,1,0,0;
178,209,214;0,0,0,0,0,1,0,0;
173,205,209;0,0,0,0,0,1,0,0;
169,201,206;0,0,0,0,0,1,0,0;
161,192,197;0,0,0,0,0,1,0,0;
156,187,193;0,0,0,0,0,1,0,0;
145,178,185;0,0,0,0,0,1,0,0;
142,175,183;0,0,0,0,0,1,0,0;
122,149,156;0,0,0,0,0,1,0,0;
105,124,128;0,0,0,0,0,1,0,0;
126,150,157;0,0,0,0,0,1,0,0;
152,183,191;0,0,0,0,0,1,0,0;
159,191,198;0,0,0,0,0,1,0,0;
180,209,214;0,0,0,0,0,1,0,0;
179,208,213;0,0,0,0,0,1,0,0;
176,207,211;0,0,0,0,0,1,0,0;
176,206,211;0,0,0,0,0,1,0,0;
172,202,207;0,0,0,0,0,1,0,0;
171,201,206;0,0,0,0,0,1,0,0;
169,200,205;0,0,0,0,0,1,0,0;
144,175,181;0,0,0,0,0,1,0,0;
138,168,175;0,0,0,0,0,1,0,0;
134,164,170;0,0,0,0,0,1,0,0;
134,162,168;0,0,0,0,0,1,0,0;
132,161,168;0,0,0,0,0,1,0,0;
141,170,178;0,0,0,0,0,1,0,0;
143,174,180;0,0,0,0,0,1,0,0;
149,181,187;0,0,0,0,0,1,0,0;
157,188,194;0,0,0,0,0,1,0,0;
159,189,195;0,0,0,0,0,1,0,0;
163,194,198;0,0,0,0,0,1,0,0;
166,198,203;0,0,0,0,0,1,0,0;
168,199,204;0,0,0,0,0,1,0,0;
172,202,208;0,0,0,0,0,1,0,0;
171,203,209;0,0,0,0,0,1,0,0;
169,199,205;0,0,0,0,0,1,0,0;
132,158,165;0,0,0,0,0,1,0,0;
127,153,160;0,0,0,0,0,1,0,0;
134,161,169;0,0,0,0,0,1,0,0;
136,164,173;0,0,0,0,0,1,0,0;
136,163,170;0,0,0,0,0,1,0,0;
141,169,175;0,0,0,0,0,1,0,0;
177,207,212;0,0,0,0,0,1,0,0;
173,204,209;0,0,0,0,0,1,0,0;
175,204,209;0,0,0,0,0,1,0,0;
175,205,211;0,0,0,0,0,1,0,0;
179,210,214;0,0,0,0,0,1,0,0;
179,208,214;0,0,0,0,0,1,0,0;
181,211,216;0,0,0,0,0,1,0,0;
182,212,217;0,0,0,0,0,1,0,0;
180,211,216;0,0,0,0,0,1,0,0;
177,208,214;0,0,0,0,0,1,0,0;
176,206,212;0,0,0,0,0,1,0,0;
174,204,209;0,0,0,0,0,1,0,0;
177,207,213;0,0,0,0,0,1,0,0;
180,210,215;0,0,0,0,0,1,0,0;
176,207,212;0,0,0,0,0,1,0,0;
171,203,207;0,0,0,0,0,1,0,0;
163,194,199;0,0,0,0,0,1,0,0;
157,187,194;0,0,0,0,0,1,0,0;
156,188,194;0,0,0,0,0,1,0,0;
142,173,181;0,0,0,0,0,1,0,0;
125,151,157;0,0,0,0,0,1,0,0;
115,140,146;0,0,0,0,0,1,0,0;
116,139,144;0,0,0,0,0,1,0,0;
127,152,157;0,0,0,0,0,1,0,0;
179,210,215;0,0,0,0,0,1,0,0;
178,208,214;0,0,0,0,0,1,0,0;
173,205,210;0,0,0,0,0,1,0,0;
172,204,209;0,0,0,0,0,1,0,0;
171,202,206;0,0,0,0,0,1,0,0;
168,200,205;0,0,0,0,0,1,0,0;
162,193,198;0,0,0,0,0,1,0,0;
158,189,194;0,0,0,0,0,1,0,0;
153,183,190;0,0,0,0,0,1,0,0;
147,179,185;0,0,0,0,0,1,0,0;
144,175,182;0,0,0,0,0,1,0,0;
143,173,179;0,0,0,0,0,1,0,0;
143,174,181;0,0,0,0,0,1,0,0;
145,175,181;0,0,0,0,0,1,0,0;
146,177,184;0,0,0,0,0,1,0,0;
145,177,183;0,0,0,0,0,1,0,0;
169,201,205;0,0,0,0,0,1,0,0;
170,202,207;0,0,0,0,0,1,0,0;
174,206,210;0,0,0,0,0,1,0,0;
178,208,212;0,0,0,0,0,1,0,0;
178,210,214;0,0,0,0,0,1,0,0;
179,210,216;0,0,0,0,0,1,0,0;
179,211,215;0,0,0,0,0,1,0,0;
181,211,215;0,0,0,0,0,1,0,0;
181,212,216;0,0,0,0,0,1,0,0;
182,213,217;0,0,0,0,0,1,0,0;
183,213,218;0,0,0,0,0,1,0,0;
183,212,217;0,0,0,0,0,1,0,0;
183,213,217;0,0,0,0,0,1,0,0;
180,211,215;0,0,0,0,0,1,0,0;
175,206,210;0,0,0,0,0,1,0,0;
171,201,205;0,0,0,0,0,1,0,0;
163,192,198;0,0,0,0,0,1,0,0;
152,179,185;0,0,0,0,0,1,0,0;
144,170,175;0,0,0,0,0,1,0,0;
153,178,183;0,0,0,0,0,1,0,0;
170,198,203;0,0,0,0,0,1,0,0;
178,206,211;0,0,0,0,0,1,0,0;
180,208,213;0,0,0,0,0,1,0,0;
176,205,210;0,0,0,0,0,1,0,0;
170,201,206;0,0,0,0,0,1,0,0;
170,202,206;0,0,0,0,0,1,0,0;
169,200,204;0,0,0,0,0,1,0,0;
174,206,211;0,0,0,0,0,1,0,0;
174,205,209;0,0,0,0,0,1,0,0;
171,202,208;0,0,0,0,0,1,0,0;
173,204,210;0,0,0,0,0,1,0,0;
163,193,198;0,0,0,0,0,1,0,0;
139,165,170;0,0,0,0,0,1,0,0;
128,149,153;0,0,0,0,0,1,0,0;
112,132,134;0,0,0,0,0,1,0,0;
112,130,130;0,0,0,0,0,1,0,0;
113,132,133;0,0,0,0,0,1,0,0;
111,130,132;0,0,0,0,0,1,0,0;
131,154,159;0,0,0,0,0,1,0,0;
175,207,211;0,0,0,0,0,1,0,0;
171,203,208;0,0,0,0,0,1,0,0;
166,197,202;0,0,0,0,0,1,0,0;
161,193,198;0,0,0,0,0,1,0,0;
151,182,188;0,0,0,0,0,1,0,0;
146,178,184;0,0,0,0,0,1,0,0;
143,175,182;0,0,0,0,0,1,0,0;
141,172,178;0,0,0,0,0,1,0,0;
139,169,176;0,0,0,0,0,1,0,0;
122,150,156;0,0,0,0,0,1,0,0;
91,115,116;0,0,0,0,0,1,0,0;
113,141,145;0,0,0,0,0,1,0,0;
128,158,164;0,0,0,0,0,1,0,0;
141,171,176;0,0,0,0,0,1,0,0;
148,179,186;0,0,0,0,0,1,0,0;
155,186,192;0,0,0,0,0,1,0,0;
161,192,196;0,0,0,0,0,1,0,0;
141,167,173;0,0,0,0,0,1,0,0;
116,138,141;0,0,0,0,0,1,0,0;
112,131,134;0,0,0,0,0,1,0,0;
126,145,148;0,0,0,0,0,1,0,0;
163,192,197;0,0,0,0,0,1,0,0;
175,205,209;0,0,0,0,0,1,0,0;
176,207,213;0,0,0,0,0,1,0,0;
176,208,213;0,0,0,0,0,1,0,0;
172,203,209;0,0,0,0,0,1,0,0;
177,207,211;0,0,0,0,0,1,0,0;
176,208,214;0,0,0,0,0,1,0,0;
172,204,210;0,0,0,0,0,1,0,0;
167,200,205;0,0,0,0,0,1,0,0;
166,199,204;0,0,0,0,0,1,0,0;
175,206,212;0,0,0,0,0,1,0,0;
180,211,217;0,0,0,0,0,1,0,0;
151,178,184;0,0,0,0,0,1,0,0;
127,146,150;0,0,0,0,0,1,0,0;
133,152,156;0,0,0,0,0,1,0,0;
172,201,206;0,0,0,0,0,1,0,0;
181,210,214;0,0,0,0,0,1,0,0;
179,209,215;0,0,0,0,0,1,0,0;
173,204,208;0,0,0,0,0,1,0,0;
175,208,212;0,0,0,0,0,1,0,0;
177,209,214;0,0,0,0,0,1,0,0;
177,206,211;0,0,0,0,0,1,0,0;
172,204,208;0,0,0,0,0,1,0,0;
163,195,199;0,0,0,0,0,1,0,0;
150,181,187;0,0,0,0,0,1,0,0;
147,176,181;0,0,0,0,0,1,0,0;
127,150,154;0,0,0,0,0,1,0,0;
97,114,114;0,0,0,0,0,1,0,0;
94,108,108;0,0,0,0,0,1,0,0;
105,124,125;0,0,0,0,0,1,0,0;
139,164,168;0,0,0,0,0,1,0,0;
171,199,203;0,0,0,0,0,1,0,0;
182,210,215;0,0,0,0,0,1,0,0;
184,212,216;0,0,0,0,0,1,0,0;
185,213,217;0,0,0,0,0,1,0,0;
176,204,208;0,0,0,0,0,1,0,0;
161,191,197;0,0,0,0,0,1,0,0;
161,193,197;0,0,0,0,0,1,0,0;
163,193,199;0,0,0,0,0,1,0,0;
161,192,198;0,0,0,0,0,1,0,0;
160,190,196;0,0,0,0,0,1,0,0;
152,183,189;0,0,0,0,0,1,0,0;
145,178,184;0,0,0,0,0,1,0,0;
147,178,183;0,0,0,0,0,1,0,0;
155,185,191;0,0,0,0,0,1,0,0;
158,189,195;0,0,0,0,0,1,0,0;
133,155,159;0,0,0,0,0,1,0,0;
102,119,120;0,0,0,0,0,1,0,0;
103,119,121;0,0,0,0,0,1,0,0;
105,126,128;0,0,0,0,0,1,0,0;
108,126,130;0,0,0,0,0,1,0,0;
107,126,128;0,0,0,0,0,1,0,0;
107,122,123;0,0,0,0,0,1,0,0;
105,121,121;0,0,0,0,0,1,0,0;
111,128,127;0,0,0,0,0,1,0,0;
247,133,161;1,0,0,0,0,0,0,0;
75,144,108;0,1,0,0,0,0,0,0;
79,136,223;0,0,1,0,0,0,0,0;
77,132,215;0,0,1,0,0,0,0,0;
79,147,115;0,1,0,0,0,0,0,0;
78,121,197;0,0,1,0,0,0,0,0;
199,113,158;0,0,0,1,0,0,0,0;
247,125,153;1,0,0,0,0,0,0,0;
70,136,99;0,1,0,0,0,0,0,0;
247,148,170;1,0,0,0,0,0,0,0;
81,136,220;0,0,1,0,0,0,0,0;
224,139,186;0,0,0,1,0,0,0,0;
74,121,198;0,0,1,0,0,0,0,0;
62,117,210;0,0,1,0,0,0,0,0;
226,142,188;0,0,0,1,0,0,0,0;
71,127,213;0,0,1,0,0,0,0,0;
69,122,207;0,0,1,0,0,0,0,0;
57,102,175;0,0,1,0,0,0,0,0;
247,171,198;1,0,0,0,0,0,0,0;
81,127,197;0,0,1,0,0,0,0,0;
56,125,83;0,1,0,0,0,0,0,0;
246,152,178;1,0,0,0,0,0,0,0;
77,133,219;0,0,1,0,0,0,0,0;
70,119,199;0,0,1,0,0,0,0,0;
246,172,195;1,0,0,0,0,0,0,0;
60,128,210;0,0,1,0,0,0,0,0;
65,136,94;0,1,0,0,0,0,0,0;
75,143,107;0,1,0,0,0,0,0,0;
72,143,109;0,1,0,0,0,0,0,0;
46,67,52;0,1,0,0,0,0,0,0;
72,146,116;0,1,0,0,0,0,0,0;
231,151,196;0,0,0,1,0,0,0,0;
74,137,105;0,1,0,0,0,0,0,0;
84,135,216;0,0,1,0,0,0,0,0;
240,180,218;0,0,0,1,0,0,0,0;
74,130,213;0,0,1,0,0,0,0,0;
68,119,91;0,1,0,0,0,0,0,0;
75,143,108;0,1,0,0,0,0,0,0;
246,157,179;1,0,0,0,0,0,0,0;
84,137,215;0,0,1,0,0,0,0,0;
247,166,188;1,0,0,0,0,0,0,0;
244,138,161;1,0,0,0,0,0,0,0;
141,255,248;0,0,0,0,1,0,0,0;
247,175,201;1,0,0,0,0,0,0,0;
89,135,201;0,0,1,0,0,0,0,0;
73,131,215;0,0,1,0,0,0,0,0;
247,161,187;1,0,0,0,0,0,0,0;
216,136,180;0,0,0,1,0,0,0,0;
81,136,110;0,1,0,0,0,0,0,0;
85,150,119;0,1,0,0,0,0,0,0;
246,140,163;1,0,0,0,0,0,0,0;
42,72,153;0,0,1,0,0,0,0,0;
56,86,139;0,0,1,0,0,0,0,0;
76,139,105;0,1,0,0,0,0,0,0;
69,140,100;0,1,0,0,0,0,0,0;
235,160,204;0,0,0,1,0,0,0,0;
238,177,216;0,0,0,1,0,0,0,0;
60,102,174;0,0,1,0,0,0,0,0;
109,157,228;0,0,1,0,0,0,0,0;
79,137,109;0,1,0,0,0,0,0,0;
54,105,198;0,0,1,0,0,0,0,0;
75,129,214;0,0,1,0,0,0,0,0;
238,178,218;0,0,0,1,0,0,0,0;
244,199,233;0,0,0,1,0,0,0,0;
244,198,232;0,0,0,1,0,0,0,0;
204,117,163;0,0,0,1,0,0,0,0;
81,137,220;0,0,1,0,0,0,0,0;
82,145,113;0,1,0,0,0,0,0,0;
75,144,109;0,1,0,0,0,0,0,0;
183,213,205;0,1,0,0,0,0,0,0;
89,136,206;0,0,1,0,0,0,0,0;
50,95,174;0,0,1,0,0,0,0,0;
247,146,171;1,0,0,0,0,0,0,0;
247,172,197;1,0,0,0,0,0,0,0;
168,98,137;0,0,0,1,0,0,0,0;
239,181,222;0,0,0,1,0,0,0,0;
